classe,area_mean,area_std,perimeter_mean,perimeter_std,circularity_mean,circularity_std,hu_1_mean,hu_1_std,h_mean_mean,h_mean_std,s_mean_mean,s_mean_std,v_mean_mean,v_mean_std,glcm_contrast_mean,glcm_contrast_std,glcm_energy_mean,glcm_energy_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_correlation_mean,glcm_correlation_std,lbp_0_mean,lbp_0_std,lbp_1_mean,lbp_1_std,lbp_2_mean,lbp_2_std,lbp_3_mean,lbp_3_std
fresh_apple,67706.44,36841.06821568511,1119.306642023553,432.09577644934103,0.6857330333793896,0.18150119300820053,0.7806632571076176,0.028478145907695488,46.33306738936894,41.518919084748454,156.47790167084742,17.091746547843456,188.3341226509622,20.42429601516941,198.24377961563602,82.19338940454426,0.5074125941907921,0.08567479620981475,0.6988780504986142,0.07981409622245372,0.9799118808551364,0.007108739081564351,0.044059470010906085,0.015542352268552658,0.01576553079168268,0.00345851545506286,0.014445240663737877,0.004358664139243068,0.015337721164833125,0.004857452221680576
fresh_banana,77842.08,41921.083868587964,1583.8064929414788,644.3008928000964,0.39047057333189644,0.1238700124727038,0.571574382891217,0.1406451236872305,24.23610760117716,10.190139855990997,151.9024090766559,17.60323727750053,228.3148273873819,20.84685525355531,232.43876603517015,76.89606014946061,0.623268220213103,0.13458428820927706,0.8431356143591006,0.0720687243595244,0.9858665155417482,0.005385436252559917,0.017654232984461733,0.006392643655453051,0.010866264144881487,0.003376704280919539,0.006980732339631013,0.0021635798549800326,0.006687908960501967,0.0021335740077248855
fresh_orange,68378.145,33971.95758304333,1199.8357285766951,467.0725542216996,0.6255925406895285,0.20677894225232932,0.7407608392348513,0.250102081751954,16.07478937968763,4.050663376627972,176.89181846597444,15.081462036609715,221.06594898734983,17.51570107218375,226.98645687257513,72.19602899515016,0.43761583380931607,0.10477627114291464,0.6496530200155682,0.07546295523020963,0.9737625937977651,0.0751687799968085,0.05558479990367814,0.022239990587720717,0.027664414363871032,0.06577003946215647,0.020559194633922,0.003950692045251037,0.020647675209830726,0.003855285313905031
rotten_apple,65743.06,28501.639823518006,1099.1216586112046,347.0352754952827,0.7085011899017973,0.1854707804787575,0.7832296385676792,0.04476185098412235,16.631841409000664,11.57306665716362,154.63089822412837,22.742118949186516,184.7493766492984,30.98805089484707,184.06620518713532,63.00158325866892,0.5122649338447723,0.08856401006470058,0.6649313168193695,0.0725609664549948,0.9813587710039071,0.005846016131544844,0.04443774363313729,0.010180527261480825,0.016716304526689776,0.003146624887244658,0.01722409970601881,0.0037376342852204697,0.01891637913858355,0.003962842437145883
rotten_banana,43604.02,28757.631154489896,1865.8088724578015,961.4956658003586,0.1899143407931393,0.11172895569994033,0.467313855665016,0.3171401278973279,28.936339179012087,28.972300771415373,116.96839861208295,36.43136769075042,121.87458883802832,38.14675077321463,102.9807271679154,71.72184582573199,0.773959568956109,0.12179679714228277,0.8344872829141745,0.08450855842972284,0.9640210222733551,0.07521244955529652,0.04293477452749327,0.024793028893533707,0.02233761489421883,0.044161203385366894,0.018466985033099455,0.004670484094191917,0.019116361897876983,0.004282594509768191
rotten_orange,50470.055,39086.37634548744,1218.7048439723817,595.6042487737783,0.46987748986934297,0.25527235952035227,0.6625878259042313,0.14845368639978374,15.294587669748173,11.113606039085568,158.16369539202182,31.544710666402054,202.64991212895598,28.57238293047115,207.40685077361888,96.67537191292536,0.6315363977747532,0.17854162510190436,0.7361162021280319,0.13479334110587546,0.9754358722978823,0.01201237320905591,0.06249667441176959,0.012164697429043409,0.024099039462244943,0.005803758224390634,0.022671283535324122,0.004022042857951258,0.02206703577856293,0.0031021455212622666
